"Marital.status","Application.mode","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"1","17","1","9238","daytime","1",145,"1","0","9","0",129.6,0,0,1,"female",1,19,0,0,6,7,6,12.4285714285714,0,11.1,0.6,2.02,"Graduate"
"1","17","3","9238","daytime","1",118,"0","1","0","5",110,1,0,1,"female",0,18,0,0,6,6,5,13.6,0,8.9,1.4,3.51,"Graduate"
"1","1","3","9773","daytime","1",121,"19","19","3","3",116.1,0,0,1,"female",1,18,0,0,6,6,6,12.1666666666667,0,12.4,0.5,1.79,"Graduate"
"1","1","3","9773","daytime","1",135,"38","38","5","0",133.3,1,0,1,"female",1,18,0,0,6,6,6,14.1666666666667,0,8.9,1.4,3.51,"Graduate"
"1","0","1","9070","daytime","1",140,"1","1","9","0",144.3,1,0,1,"female",0,19,0,5,9,9,9,13.2222222222222,0,12.4,0.5,1.79,"Graduate"
"1","0","3","9500","daytime","1",145,"1","1","4","0",133.6,1,0,1,"female",0,18,0,0,8,8,8,12.95,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9130","daytime","1",133,"1","37","9","9",123.2,1,0,1,"female",1,19,0,0,6,7,6,13.6666666666667,0,8.9,1.4,3.51,"Graduate"
"1","1","2","9238","daytime","1",117,"19","1","9","0",110,1,1,0,"female",0,18,0,0,6,0,0,0,0,11.1,0.6,2.02,"Dropout"
"1","17","4","9147","daytime","1",125,"19","19","5","5",118,1,0,1,"female",0,19,0,0,5,6,5,12.2,0,8.9,1.4,3.51,"Graduate"
"1","1","1","9773","daytime","1",141,"38","38","9","9",128.4,1,0,1,"female",0,18,0,0,6,6,6,14,0,11.1,0.6,2.02,"Graduate"
"1","1","3","9853","daytime","1",122,"1","0","5","3",113.6,0,0,1,"female",0,19,0,0,7,7,7,14.2857142857143,0,11.1,0.6,2.02,"Graduate"
"1","17","3","9070","daytime","1",142,"1","38","3","5",146.9,1,0,1,"female",1,18,0,0,6,6,6,12.1666666666667,0,16.2,0.3,-0.92,"Graduate"
"1","1","4","9773","daytime","1",143,"1","0","4","7",129.7,1,0,1,"female",0,20,0,0,6,0,0,0,0,8.9,1.4,3.51,"Dropout"
"1","1","1","9238","daytime","1",115,"1","1","9","0",109.1,1,1,0,"female",1,22,0,0,6,0,0,0,0,12.4,0.5,1.79,"Dropout"
"1","17","2","9853","daytime","1",112,"19","38","5","7",107.1,1,0,1,"female",1,18,0,0,7,9,6,13.6666666666667,0,11.1,0.6,2.02,"Graduate"
"1","17","1","9500","daytime","1",135,"19","38","9","9",129.2,0,0,1,"female",1,18,0,0,8,9,8,13.6277777777778,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9500","daytime","1",162,"0","0","3","3",154.1,0,0,1,"female",0,18,0,0,8,9,8,14.1444444444444,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9853","daytime","1",143,"19","0","4","0",147.2,0,0,1,"female",0,18,0,0,7,7,7,15,0,11.1,0.6,2.02,"Graduate"
"1","0","1","9070","daytime","1",125,"1","1","4","0",120.8,1,0,1,"female",0,18,0,0,6,6,6,12.8333333333333,0,12.4,0.5,1.79,"Graduate"
"1","1","1","8014","evening","1",123,"0","37","9","0",121.3,1,0,1,"female",0,25,0,0,6,6,6,12.8333333333333,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9147","daytime","1",142,"19","19","9","9",127,1,0,1,"female",1,18,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,"Graduate"
"1","1","3","171","daytime","1",147,"0","19","9","3",151.6,1,0,1,"female",0,19,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduate"
"1","1","2","9238","daytime","1",133.1,"19","19","9","9",106,1,0,1,"female",1,20,0,0,6,7,6,13.2857142857143,0,12.4,0.5,1.79,"Graduate"
"1","0","4","9773","daytime","1",114,"1","1","9","9",111.6,1,0,1,"female",1,21,0,0,6,6,6,11.5,0,11.1,0.6,2.02,"Graduate"
"1","17","3","9670","daytime","1",125,"1","0","4","3",117.3,1,0,1,"female",0,18,0,0,6,9,5,14,0,8.9,1.4,3.51,"Graduate"
"1","17","1","9853","daytime","1",127,"1","1","5","7",121.4,1,0,1,"female",0,18,0,0,7,9,6,13.1666666666667,0,11.1,0.6,2.02,"Dropout"
"1","1","3","9070","daytime","1",132,"1","0","9","7",126.1,1,0,1,"female",1,18,0,0,6,6,6,15.3333333333333,0,11.1,0.6,2.02,"Graduate"
"1","1","4","9500","daytime","1",148,"19","19","4","5",137,1,0,1,"female",0,18,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,"Graduate"
"1","43","1","9670","daytime","1",139,"0","19","3","5",120.8,0,0,1,"female",0,19,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","17","1","9254","daytime","1",136,"0","0","3","3",128.7,1,0,1,"female",0,20,0,0,6,10,6,11,0,13.9,-0.3,0.79,"Dropout"
"1","39","1","9238","daytime","0",133.1,"0","0","0","0",118,0,0,1,"female",0,47,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout"
"2","39","1","9130","daytime","1",130,"37","37","9","0",160,0,0,1,"male",0,31,1,1,6,12,1,10,1,16.2,0.3,-0.92,"Dropout"
"2","39","1","9119","daytime","1",110,"37","37","0","5",150,1,0,1,"male",0,46,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1","17","3","9119","daytime","1",138,"0","0","3","0",125.4,1,0,1,"male",0,19,0,0,5,9,4,10.75,0,8.9,1.4,3.51,"Dropout"
"1","0","1","9130","daytime","0",150,"0","1","0","0",150,0,0,0,"male",0,22,0,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"1","1","1","9147","daytime","1",125,"38","1","3","0",114.5,1,0,1,"male",0,19,0,0,5,7,5,12.4,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","9147","daytime","1",108,"0","0","9","9",107,0,1,0,"female",0,19,0,0,5,5,0,0,0,8.9,1.4,3.51,"Dropout"
"1","39","1","9130","daytime","1",133.1,"0","0","3","0",120,0,1,0,"male",0,29,4,0,5,6,0,0,1,9.4,-0.8,-3.12,"Dropout"
"1","1","3","9500","daytime","1",147,"37","38","9","5",134.8,1,0,1,"female",0,18,0,0,7,7,6,14.0166666666667,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9238","daytime","1",143,"38","0","9","9",133.6,1,0,1,"female",0,18,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","171","daytime","1",115,"37","37","9","0",129,1,1,0,"female",1,23,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2","39","1","9991","evening","1",160,"1","1","0","0",128.4,0,0,1,"female",0,34,0,0,5,11,5,12,0,12.4,0.5,1.79,"Graduate"
"1","17","1","9147","daytime","1",118,"19","19","9","9",122.2,0,0,1,"female",0,19,0,0,5,9,4,10.25,0,11.1,0.6,2.02,"Graduate"
"1","17","6","9500","daytime","1",143,"1","19","4","0",129.9,0,0,1,"female",1,20,0,5,8,8,8,14.10625,0,11.1,0.6,2.02,"Graduate"
"1","1","6","9500","daytime","1",133,"0","0","0","0",126.2,1,0,1,"female",0,19,0,0,8,11,7,12.82375,0,15.5,2.8,-4.06,"Graduate"
"1","1","1","9238","daytime","1",164,"19","19","9","9",149,1,0,1,"female",1,23,0,0,6,6,6,14.1666666666667,0,10.8,1.4,1.74,"Graduate"
"2","39","1","9500","daytime","1",133.1,"1","19","9","9",120,0,0,1,"male",1,34,0,0,8,8,7,13.8428571428571,0,12.7,3.7,-1.7,"Graduate"
"1","1","3","9773","daytime","1",140,"1","0","4","0",128.1,1,0,1,"male",0,21,0,0,6,9,0,0,0,16.2,0.3,-0.92,"Dropout"
"1","1","1","9238","daytime","1",127,"1","19","4","3",141.7,1,0,1,"male",0,22,0,0,6,6,6,13.8333333333333,0,10.8,1.4,1.74,"Dropout"
"1","39","1","9003","daytime","0",133.1,"37","1","9","0",130,0,0,1,"male",0,28,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout"
"1","0","4","9119","daytime","1",115,"19","37","4","0",113.3,1,0,1,"male",0,23,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9773","daytime","1",108,"0","38","0","3",105.9,0,0,1,"male",0,20,0,0,6,13,2,10,0,7.6,2.6,0.32,"Dropout"
"1","0","2","9119","daytime","1",136,"1","0","5","0",122.7,1,0,1,"male",0,18,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,"Dropout"
"1","39","2","9147","daytime","0",133.1,"19","38","9","9",120,1,1,0,"male",0,28,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1","0","1","9070","daytime","0",120,"1","19","5","0",119.8,0,0,1,"male",0,21,0,5,9,10,7,12.1428571428571,0,12.4,0.5,1.79,"Dropout"
"1","39","1","9670","daytime","1",133.1,"38","19","9","0",122.9,0,1,0,"male",0,25,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,"Dropout"
"1","0","1","9085","daytime","0",160,"1","1","5","0",160,1,0,0,"male",0,19,0,1,6,11,6,13.5,0,12.4,0.5,1.79,"Dropout"
"1","1","4","9500","daytime","1",128,"1","1","4","0",125.2,1,0,1,"male",1,18,0,0,8,9,8,15.0555555555556,0,12.4,0.5,1.79,"Graduate"
"1","39","1","9119","daytime","0",130,"1","38","0","0",143.4,0,0,1,"male",0,29,3,0,5,0,0,0,0,10.8,1.4,1.74,"Dropout"
"1","39","1","9119","daytime","0",133.1,"37","38","3","7",96.7,0,0,1,"male",1,29,0,0,5,7,0,0,0,12.4,0.5,1.79,"Dropout"
"1","0","1","9254","daytime","1",137,"19","19","4","5",126.9,0,0,1,"male",0,20,0,0,6,7,5,12.8,0,16.2,0.3,-0.92,"Graduate"
"1","1","1","171","daytime","1",163,"19","1","9","7",143.1,0,0,1,"male",0,18,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","9254","daytime","1",125,"1","1","0","0",114.5,0,0,1,"male",0,20,0,0,6,7,6,12.5,0,8.9,1.4,3.51,"Graduate"
"2","39","1","9119","daytime","1",120,"0","0","0","0",140,1,0,1,"male",0,33,0,0,5,9,2,13,0,9.4,-0.8,-3.12,"Dropout"
"1","0","1","9991","evening","1",150,"19","19","5","5",113.7,0,0,1,"male",0,30,0,6,11,15,10,11.5833333333333,1,16.2,0.3,-0.92,"Graduate"
"1","1","1","9003","daytime","1",148,"1","19","0","0",143.5,0,1,1,"male",0,18,0,0,6,8,4,14.5,0,8.9,1.4,3.51,"Graduate"
"1","1","1","9500","daytime","1",138,"38","38","9","9",126.8,0,0,1,"male",1,19,0,0,8,12,8,12.2333333333333,0,15.5,2.8,-4.06,"Graduate"
"1","17","1","9070","daytime","1",119,"38","19","9","9",115.2,0,0,1,"male",1,21,0,0,6,7,5,11,0,15.5,2.8,-4.06,"Dropout"
"1","39","2","9556","daytime","1",130,"19","19","4","5",100,0,0,1,"male",1,25,0,0,7,7,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","1","2","9670","daytime","1",135,"19","19","0","0",121.4,0,0,1,"male",0,19,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,"Graduate"
"1","0","1","9070","daytime","0",120,"19","1","9","3",120,1,0,1,"male",0,23,0,5,9,10,7,12.1428571428571,1,16.2,0.3,-0.92,"Dropout"
"1","17","2","9070","daytime","1",126,"38","38","9","0",129.9,1,0,1,"male",1,19,0,0,6,7,5,13.2,0,12.4,0.5,1.79,"Graduate"
"1","1","1","171","daytime","1",149,"0","0","0","5",151.1,1,0,1,"male",0,19,0,0,0,0,0,0,0,9.4,-0.8,-3.12,"Graduate"
"1","39","1","9003","daytime","1",110,"19","37","9","0",120,0,1,0,"male",0,31,0,0,6,10,0,0,0,16.2,0.3,-0.92,"Dropout"
"1","39","1","9003","daytime","1",133.1,"37","37","4","7",130,0,1,0,"male",0,32,0,4,10,14,6,11.4285714285714,0,16.2,0.3,-0.92,"Dropout"
"1","0","2","9500","daytime","1",127,"0","38","4","9",119,1,0,1,"female",1,19,0,0,8,12,7,12.6,0,10.8,1.4,1.74,"Graduate"
"1","0","1","9773","daytime","0",120,"0","0","0","0",122,1,0,1,"female",0,34,0,5,10,12,9,12.3333333333333,0,7.6,2.6,0.32,"Graduate"
"1","0","6","9773","daytime","1",136,"38","0","0","0",129.7,1,0,1,"female",0,21,0,0,6,6,6,13,0,7.6,2.6,0.32,"Graduate"
"1","43","2","9238","daytime","1",110,"37","37","9","7",112.5,1,0,1,"female",1,53,0,2,7,9,7,11,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","9500","daytime","1",136,"19","19","4","7",136,0,0,1,"female",1,19,0,0,8,8,8,15.35,0,13.9,-0.3,0.79,"Graduate"
"1","1","3","9773","daytime","1",145,"38","38","9","5",133.1,0,0,1,"female",1,20,0,0,6,13,4,11.25,0,10.8,1.4,1.74,"Graduate"
"1","1","2","9773","daytime","1",159,"1","19","9","9",151.3,1,0,1,"female",0,18,0,0,6,6,6,14.6666666666667,0,10.8,1.4,1.74,"Graduate"
"1","39","1","171","daytime","1",147,"37","38","0","0",133.3,0,0,0,"female",0,32,0,0,0,0,0,0,0,16.2,0.3,-0.92,"Dropout"
"1","43","1","9500","daytime","1",150,"37","37","9","9",130.8,1,0,1,"female",1,21,0,0,8,8,7,14.4285714285714,0,12.7,3.7,-1.7,"Graduate"
"1","0","1","8014","evening","0",140,"37","0","9","0",140,0,0,0,"female",0,26,0,0,5,10,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1","0","1","9085","daytime","0",150,"1","1","4","7",150,1,0,1,"female",0,26,10,9,13,27,13,12.4615384615385,5,15.5,2.8,-4.06,"Graduate"
"2","0","1","9991","evening","0",130,"1","37","4","9",130,0,0,0,"female",0,21,0,0,5,10,1,13,0,15.5,2.8,-4.06,"Dropout"
"1","17","1","9773","daytime","1",120,"37","37","5","5",125.3,0,0,1,"female",0,18,0,0,6,9,6,13,0,7.6,2.6,0.32,"Graduate"
"1","43","1","9070","daytime","0",130,"19","37","5","9",124,1,0,1,"female",1,21,0,5,12,12,11,12.5454545454545,0,15.5,2.8,-4.06,"Graduate"
"1","17","1","9670","daytime","1",128,"19","19","0","7",124.4,0,0,1,"female",1,19,0,0,6,6,6,14,0,13.9,-0.3,0.79,"Graduate"
"1","17","1","9147","daytime","1",114,"19","19","9","7",107.7,0,0,1,"female",0,19,0,0,5,11,2,14,0,10.8,1.4,1.74,"Dropout"
"1","43","2","9238","daytime","1",118,"38","38","5","5",110,0,0,1,"female",1,19,0,0,6,11,5,11.2,0,10.8,1.4,1.74,"Graduate"
"1","0","1","9500","daytime","0",130,"37","38","0","7",130,1,0,1,"female",0,27,0,0,8,8,8,12.8875,0,9.4,-0.8,-3.12,"Graduate"
"1","1","2","9500","daytime","1",145,"37","1","9","0",138.8,1,0,1,"female",1,18,0,0,7,7,6,12.95,0,7.6,2.6,0.32,"Graduate"
"1","1","2","9147","daytime","1",121,"19","19","9","9",126.3,1,0,1,"female",0,20,2,0,5,5,0,0,0,12.7,3.7,-1.7,"Dropout"
"1","1","3","9500","daytime","1",114,"1","1","5","5",114.5,1,0,1,"female",1,19,0,0,8,8,8,12.55,0,12.4,0.5,1.79,"Graduate"
"1","1","4","9670","daytime","1",127,"1","1","0","7",116.5,1,0,1,"female",0,20,0,0,6,6,0,0,0,16.2,0.3,-0.92,"Dropout"
"1","17","2","9238","daytime","1",145,"19","38","0","0",128.6,1,0,1,"female",1,19,0,0,6,11,6,11,0,12.7,3.7,-1.7,"Graduate"
"1","1","1","171","daytime","1",150,"38","19","0","0",134.6,0,0,1,"female",0,20,0,0,0,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","1","1","9853","daytime","1",145,"37","37","9","5",146.8,0,0,1,"female",0,18,0,0,6,6,6,13.3333333333333,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9085","daytime","1",128,"19","1","5","0",135.7,1,0,1,"female",0,20,0,0,5,5,5,13.4,0,10.8,1.4,1.74,"Graduate"
"2","39","1","9991","evening","1",140,"37","37","9","9",120,0,0,0,"female",0,38,0,0,5,9,2,11,0,12.7,3.7,-1.7,"Dropout"
"0","39","1","8014","evening","1",130,"37","37","9","7",138,0,0,1,"female",0,42,0,0,6,6,6,12,0,8.9,1.4,3.51,"Graduate"
"1","39","1","9500","daytime","1",140,"37","37","9","0",135.5,0,0,1,"female",0,32,0,0,8,0,0,0,0,13.9,-0.3,0.79,"Dropout"
"1","0","1","9773","daytime","1",120,"19","19","4","5",120,1,0,1,"female",0,22,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,"Graduate"
"2","39","1","9991","evening","1",147,"0","0","0","0",111.7,1,0,1,"female",0,28,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"2","39","1","8014","evening","0",133.1,"37","37","0","0",100,1,0,1,"female",0,37,0,0,6,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2","0","1","9003","daytime","0",160,"37","38","9","0",160,0,0,1,"female",0,43,0,0,6,9,6,15,0,15.5,2.8,-4.06,"Graduate"
"0","39","1","8014","evening","1",133.1,"37","1","9","7",114.8,0,0,1,"female",1,41,0,0,6,6,6,12.3333333333333,0,13.9,-0.3,0.79,"Graduate"
"0","39","1","8014","evening","0",140,"37","37","9","3",131,0,0,1,"female",1,29,0,0,6,9,5,10.4,0,10.8,1.4,1.74,"Graduate"
"1","39","1","8014","evening","1",133.1,"37","37","9","9",97,0,0,1,"female",1,35,0,0,6,7,6,11.5,0,10.8,1.4,1.74,"Graduate"
"1","17","6","9238","daytime","1",131,"1","0","4","0",131.7,1,0,1,"female",0,18,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,"Dropout"
"1","39","1","9500","daytime","0",133.1,"37","37","9","0",120,0,0,0,"female",1,39,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,"Dropout"
"1","39","1","9500","daytime","1",130,"37","37","9","7",133,1,0,1,"female",1,26,0,0,7,7,6,13.7,0,7.6,2.6,0.32,"Graduate"
"1","0","1","9085","daytime","0",140,"19","0","4","0",140,1,0,1,"female",0,32,2,0,5,12,0,0,4,10.8,1.4,1.74,"Dropout"
"1","1","1","9238","daytime","1",133.1,"19","37","0","0",137,1,0,1,"female",0,19,4,0,6,0,0,0,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9853","daytime","1",115,"19","38","9","9",108,0,0,1,"female",1,19,0,0,7,7,7,13.2857142857143,0,12.4,0.5,1.79,"Graduate"
"2","0","1","9670","daytime","0",110,"37","37","0","7",110,0,0,1,"female",0,32,0,2,8,10,8,15.1111111111111,0,13.9,-0.3,0.79,"Graduate"
"2","39","1","9147","daytime","1",140,"37","37","9","9",127.7,1,0,1,"female",0,31,0,0,5,9,2,11.5,0,7.6,2.6,0.32,"Dropout"
"1","1","3","171","daytime","1",145,"1","1","3","3",140.1,1,0,1,"female",0,20,0,4,11,14,11,14.3333333333333,0,8.9,1.4,3.51,"Graduate"
"1","39","1","9500","daytime","0",133.1,"38","38","9","9",114.8,0,0,1,"female",0,28,0,0,7,10,1,10,0,13.9,-0.3,0.79,"Dropout"
"0","39","1","8014","evening","0",133.1,"37","37","0","7",110,0,0,0,"female",0,31,0,0,6,9,3,11,0,9.4,-0.8,-3.12,"Dropout"
"1","1","3","9773","daytime","1",110,"19","19","5","5",105.5,1,0,1,"female",0,19,0,0,6,8,5,12.4,0,12.4,0.5,1.79,"Graduate"
"1","1","1","9238","daytime","1",128,"37","19","9","0",127.3,1,0,1,"female",1,19,0,0,6,8,6,12.2857142857143,0,16.2,0.3,-0.92,"Graduate"
"1","0","1","9085","daytime","0",130,"1","19","9","0",130,0,0,1,"female",0,34,0,0,6,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","0","1","9556","daytime","1",137,"37","37","9","7",122.7,1,0,1,"female",1,18,0,0,8,8,8,16.075,0,12.4,0.5,1.79,"Graduate"
"1","17","2","9254","daytime","1",123,"37","37","0","7",113.9,1,0,1,"female",0,18,0,0,6,6,6,12.6666666666667,0,11.1,0.6,2.02,"Graduate"
"1","1","1","9147","daytime","1",156,"0","19","3","3",151.1,0,1,1,"male",0,19,0,0,5,11,5,12.8333333333333,5,16.2,0.3,-0.92,"Graduate"
"1","17","2","9773","daytime","1",133.1,"0","0","0","0",125.8,1,0,0,"male",1,22,0,0,4,8,0,0,0,7.6,2.6,0.32,"Dropout"
"2","43","1","9670","daytime","1",100,"0","0","0","0",128.2,0,0,1,"male",0,32,0,4,9,9,4,11.5,0,7.6,2.6,0.32,"Graduate"
"1","39","1","9147","daytime","1",140,"37","0","9","0",135.1,0,0,1,"male",0,61,0,0,5,0,0,0,0,15.5,2.8,-4.06,"Dropout"
"1","39","1","9991","evening","1",130,"37","37","9","9",120.2,1,0,1,"male",0,30,0,0,5,5,5,11.6,0,7.6,2.6,0.32,"Graduate"
"2","39","1","9991","evening","1",133.1,"37","37","9","9",132.8,0,1,0,"male",0,45,0,0,5,11,0,0,0,12.4,0.5,1.79,"Dropout"
"1","0","1","9003","daytime","0",140,"1","19","4","0",140,0,0,1,"male",0,20,0,0,6,6,6,12.6666666666667,0,12.4,0.5,1.79,"Graduate"
"1","0","5","9500","daytime","1",137,"19","1","0","0",129.3,0,0,1,"female",0,19,0,0,8,0,0,0,0,9.4,-0.8,-3.12,"Dropout"
"1","0","1","9119","daytime","1",120,"0","1","0","9",108.2,1,0,1,"male",0,26,0,4,11,11,4,12,0,7.6,2.6,0.32,"Dropout"
"1","17","4","9670","daytime","1",125,"1","1","4","0",125.4,1,0,1,"male",0,19,0,0,5,5,1,11,0,7.6,2.6,0.32,"Dropout"
"1","17","1","9773","daytime","1",130,"19","37","9","9",140.2,0,0,1,"male",1,19,0,0,6,7,6,11.6666666666667,0,16.2,0.3,-0.92,"Graduate"
"1","1","3","9773","daytime","1",115,"38","1","9","0",116.1,1,0,1,"male",0,19,0,0,6,7,5,13,0,12.4,0.5,1.79,"Graduate"
"1","1","1","9147","daytime","1",150,"1","19","5","5",137.8,1,0,1,"male",1,19,0,0,5,6,5,12.6666666666667,0,16.2,0.3,-0.92,"Graduate"
"1","1","3","9670","daytime","1",134,"0","0","0","0",128.4,1,0,0,"male",0,19,0,0,4,4,0,0,0,7.6,2.6,0.32,"Dropout"
"1","39","1","9670","daytime","1",120,"0","0","0","0",106,1,0,0,"male",0,28,0,0,5,8,2,11.5,1,7.6,2.6,0.32,"Dropout"
"1","43","1","9147","daytime","1",141,"37","37","9","9",130.2,0,0,1,"male",0,24,1,10,14,14,14,13.6428571428571,0,9.4,-0.8,-3.12,"Graduate"
"1","1","1","9130","daytime","1",133,"0","1","0","0",126,0,0,1,"male",0,18,0,0,5,5,5,13.2,0,7.6,2.6,0.32,"Graduate"
"1","1","1","9773","daytime","1",121,"1","0","3","7",113,1,0,1,"male",1,18,0,0,6,12,5,10.2,0,12.4,0.5,1.79,"Graduate"
"1","0","1","9003","daytime","0",120,"0","1","0","0",120,0,0,1,"male",0,21,0,0,6,9,5,12.4,0,8.9,1.4,3.51,"Graduate"
"2","39","1","9991","evening","1",148,"19","37","9","5",130.9,0,0,0,"male",0,28,0,0,5,6,0,0,0,12.4,0.5,1.79,"Dropout"
"1","39","1","9003","daytime","0",133.1,"37","19","9","0",120,0,0,1,"male",0,58,0,0,6,6,0,0,0,13.9,-0.3,0.79,"Dropout"
"2","39","1","9991","evening","1",135,"0","0","0","0",134.1,1,0,0,"male",0,49,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"1","43","1","9670","daytime","1",130,"0","0","0","0",114.8,0,0,1,"male",0,25,0,0,5,5,4,14.75,0,7.6,2.6,0.32,"Graduate"
"0","0","1","9147","daytime","1",133.1,"37","38","0","3",123,1,0,1,"male",0,33,0,0,5,5,0,0,0,7.6,2.6,0.32,"Dropout"
"2","39","2","9119","daytime","0",133.1,"37","37","0","7",118,0,0,0,"male",0,33,0,0,5,5,0,0,0,9.4,-0.8,-3.12,"Dropout"
"2","43","1","9853","daytime","1",110,"37","37","0","7",100,0,0,1,"male",0,40,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,"Graduate"
"2","39","1","9991","evening","1",170,"37","19","9","3",151.1,0,0,1,"male",0,48,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,"Graduate"
"1","39","1","9500","daytime","0",133.1,"38","38","9","0",106,1,0,1,"male",0,24,1,0,7,7,6,12.6666666666667,1,7.6,2.6,0.32,"Graduate"
"2","1","1","9085","daytime","1",139,"19","19","0","0",127.1,0,0,1,"male",1,23,0,0,5,7,4,13.25,1,10.8,1.4,1.74,"Graduate"
"1","39","1","9991","evening","0",133.1,"19","37","0","5",155.5,1,1,0,"male",0,39,0,0,5,7,5,14.6666666666667,0,10.8,1.4,1.74,"Dropout"
"1","0","1","9003","daytime","1",133.1,"1","38","9","0",101,0,0,1,"male",0,21,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,"Graduate"
"1","0","1","9119","daytime","0",120,"0","0","0","0",128.2,1,0,1,"male",0,34,0,1,5,8,2,10.5,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9773","daytime","1",134,"1","38","4","5",122.8,0,0,1,"male",0,18,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,"Graduate"
"1","1","1","9147","daytime","1",128,"1","1","0","0",116.5,0,0,1,"male",0,19,0,0,5,8,1,16,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9500","daytime","1",154,"19","19","3","3",142,0,0,1,"male",0,19,0,0,8,8,7,13.7142857142857,0,12.7,3.7,-1.7,"Graduate"
"1","0","1","9003","daytime","0",150,"1","1","4","0",150,0,0,1,"male",0,28,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,"Graduate"
"1","17","1","9070","daytime","1",134,"1","1","5","0",133.3,1,0,1,"male",0,18,1,0,6,6,0,0,0,7.6,2.6,0.32,"Dropout"
"1","1","1","9238","daytime","1",127,"0","0","3","0",115.8,1,0,1,"male",0,19,0,0,6,12,2,10,0,11.1,0.6,2.02,"Dropout"
"1","17","2","9085","daytime","1",133.1,"19","38","9","0",100,1,1,0,"male",0,19,0,0,6,19,2,13.5,0,12.4,0.5,1.79,"Dropout"
"1","17","1","9500","daytime","1",130,"1","0","9","0",128.6,1,0,1,"female",0,18,0,0,8,11,8,16.3272727272727,0,16.2,0.3,-0.92,"Graduate"
"1","1","1","9130","daytime","1",135,"0","0","0","0",137.1,1,0,1,"female",0,18,0,0,6,8,5,14.8,0,12.4,0.5,1.79,"Graduate"
"1","1","1","9773","daytime","1",143,"1","0","3","3",149,1,0,1,"female",0,18,0,0,6,7,6,11,0,11.1,0.6,2.02,"Dropout"
"1","0","2","9238","daytime","0",150,"0","19","4","9",147,1,0,1,"female",0,19,0,2,6,6,6,13.5,0,12.4,0.5,1.79,"Graduate"
"2","0","1","9238","daytime","0",150,"37","37","0","0",150,0,0,1,"female",0,31,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,"Graduate"
"1","39","1","8014","evening","1",130,"37","37","9","0",103.5,0,0,1,"female",1,33,0,0,6,6,6,14.3333333333333,0,12.7,3.7,-1.7,"Graduate"
